"ronda","order_number","sku","quantity","skew_disparo_ms","http_status","http_ok","respuesta","error"
"2","ORD-E1B2-R2-14","PROD-005","1","0,43","200","True","{""success"":true,""order_number"":""ORD-E1B2-R2-14"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"2","ORD-E1B2-R2-15","PROD-005","1","0,45","200","True","{""success"":true,""order_number"":""ORD-E1B2-R2-15"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"2","ORD-E1B2-R2-16","PROD-005","1","0,46","200","True",,
"2","ORD-E1B2-R2-17","PROD-005","1","0,48","200","True","{""success"":true,""order_number"":""ORD-E1B2-R2-17"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"2","ORD-E1B2-R2-18","PROD-005","1","0,5","200","True",,
"2","ORD-E1B2-R2-19","PROD-005","1","0,51","200","True","{""success"":true,""order_number"":""ORD-E1B2-R2-19"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"2","ORD-E1B2-R2-20","PROD-005","1","0,52","200","True","{""success"":true,""order_number"":""ORD-E1B2-R2-20"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"3","ORD-E1B2-R3-01","PROD-005","1","0,06","200","True",,
"3","ORD-E1B2-R3-02","PROD-005","1","0,17","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-02"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"3","ORD-E1B2-R3-03","PROD-005","1","0,19","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-03"",""status"":""confirmed"",""total_amount"":349.99,""message"":""Orden procesada y confirmada. Email de confirmación enviado.""}",
"3","ORD-E1B2-R3-04","PROD-005","1","0,21","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-04"",""status"":""confirmed"",""total_amount"":349.99,""message"":""Orden procesada y confirmada. Email de confirmación enviado.""}",
"3","ORD-E1B2-R3-05","PROD-005","1","0,22","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-05"",""status"":""confirmed"",""total_amount"":349.99,""message"":""Orden procesada y confirmada. Email de confirmación enviado.""}",
"3","ORD-E1B2-R3-06","PROD-005","1","0,23","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-06"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"3","ORD-E1B2-R3-07","PROD-005","1","0,24","200","True",,
"3","ORD-E1B2-R3-08","PROD-005","1","0,26","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-08"",""status"":""confirmed"",""total_amount"":349.99,""message"":""Orden procesada y confirmada. Email de confirmación enviado.""}",
"3","ORD-E1B2-R3-09","PROD-005","1","0,27","200","True",,
"3","ORD-E1B2-R3-10","PROD-005","1","0,28","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-10"",""status"":""confirmed"",""total_amount"":349.99,""message"":""Orden procesada y confirmada. Email de confirmación enviado.""}",
"3","ORD-E1B2-R3-11","PROD-005","1","0,3","200","True",,
"3","ORD-E1B2-R3-12","PROD-005","1","0,31","200","True",,
"3","ORD-E1B2-R3-13","PROD-005","1","0,32","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-13"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"3","ORD-E1B2-R3-14","PROD-005","1","0,34","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-14"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"3","ORD-E1B2-R3-15","PROD-005","1","0,39","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-15"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"3","ORD-E1B2-R3-16","PROD-005","1","0,48","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-16"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"3","ORD-E1B2-R3-17","PROD-005","1","0,5","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-17"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"3","ORD-E1B2-R3-18","PROD-005","1","0,51","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-18"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"3","ORD-E1B2-R3-19","PROD-005","1","0,52","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-19"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
"3","ORD-E1B2-R3-20","PROD-005","1","0,53","200","True","{""success"":true,""order_number"":""ORD-E1B2-R3-20"",""status"":""no_stock"",""total_amount"":349.99,""message"":""Producto sin stock disponible. Se notificó al cliente.""}",
